user_id,variant,completed,pre_completion_rate,time_to_complete,support_ticket,form_error,region,device,age,digital_literacy
A055812,treatment,1,0.487,187.0,1,0,Eastern,ios,41,0.465
A055813,control,1,0.626,110.0,0,0,Najran,web,62,0.669
A055814,treatment,0,0.402,102.0,1,0,Al Bahah,ios,61,0.281
A055815,control,1,0.765,125.0,0,0,Hail,android,35,0.799
A055816,treatment,1,0.565,110.0,0,0,Eastern,ios,25,0.811
A055817,treatment,1,0.78,206.0,0,0,Riyadh,ios,53,0.797
A055818,control,0,0.618,175.0,0,0,Makkah,ios,43,0.472
A055819,control,1,0.603,82.0,0,0,Al Jawf,android,50,0.681
A055820,control,0,0.361,101.0,0,1,Qassim,ios,58,0.271
A055821,treatment,0,0.646,138.0,0,0,Najran,ios,47,0.578
A055822,control,0,0.316,138.0,0,0,Northern Borders,ios,67,0.326
A055823,control,0,0.196,121.0,0,0,Riyadh,ios,43,0.175
A055824,treatment,1,0.271,110.0,0,0,Asir,android,65,0.385
A055825,control,1,0.48,83.0,0,0,Al Bahah,ios,19,0.48
A055826,control,0,0.665,85.0,0,0,Madinah,android,64,0.669
A055827,treatment,0,0.451,147.0,0,0,Tabuk,web,18,0.532
A055828,control,1,0.495,119.0,0,0,Makkah,web,69,0.428
A055829,treatment,0,0.421,133.0,0,0,Al Bahah,ios,48,0.43
A055830,treatment,1,0.529,104.0,0,0,Northern Borders,ios,47,0.518
A055831,treatment,0,0.517,158.0,0,0,Eastern,ios,67,0.499
A055832,control,0,0.042,128.0,0,0,Al Bahah,android,44,0.085
A055833,control,1,0.699,173.0,0,0,Northern Borders,android,18,0.652
A055834,control,0,0.66,217.0,0,0,Asir,android,51,0.717
A055835,control,0,0.276,112.0,0,0,Asir,android,31,0.268
A055836,control,0,0.377,109.0,0,0,Najran,android,46,0.369
A055837,control,1,0.6,127.0,0,0,Jazan,android,22,0.684
A055838,control,0,0.364,170.0,0,0,Al Bahah,android,35,0.186
A055839,treatment,0,0.522,113.0,0,0,Asir,ios,55,0.531
A055840,control,1,0.798,142.0,0,0,Madinah,ios,45,0.9
A055841,control,1,0.678,228.0,0,0,Najran,ios,47,0.783
A055842,control,0,0.287,70.0,0,0,Asir,android,27,0.193
A055843,control,0,0.0,211.0,0,0,Madinah,android,64,0.017
A055844,control,1,0.794,115.0,0,0,Makkah,android,57,0.778
A055845,control,1,0.471,221.0,0,0,Qassim,android,24,0.562
A055846,treatment,1,0.236,97.0,0,1,Jazan,ios,60,0.245
A055847,control,1,0.478,123.0,0,0,Jazan,android,34,0.319
A055848,treatment,0,0.429,150.0,0,0,Northern Borders,android,39,0.421
A055849,control,0,0.207,191.0,0,0,Asir,ios,27,0.16
A055850,control,1,0.464,146.0,0,0,Qassim,android,38,0.409
A055851,control,1,0.549,223.0,0,0,Asir,android,41,0.527
A055852,control,1,0.218,89.0,0,0,Madinah,web,20,0.125
A055853,treatment,1,0.779,194.0,0,0,Asir,android,66,0.686
A055854,treatment,0,0.319,181.0,0,0,Hail,android,26,0.284
A055855,control,0,0.083,146.0,0,1,Madinah,android,52,0.078
A055856,treatment,0,0.096,138.0,0,0,Jazan,android,57,0.172
A055857,control,1,0.758,96.0,0,0,Asir,android,29,0.842
A055858,treatment,0,0.606,78.0,0,0,Hail,android,51,0.594
A055859,control,1,0.61,163.0,0,0,Eastern,android,41,0.713
A055860,control,0,0.453,80.0,0,0,Makkah,ios,30,0.534
A055861,treatment,0,0.313,91.0,0,0,Makkah,web,54,0.249
A055862,control,0,0.413,178.0,0,0,Northern Borders,android,22,0.371
A055863,treatment,1,0.531,110.0,0,0,Hail,web,65,0.536
A055864,control,1,0.401,189.0,0,0,Makkah,ios,69,0.219
A055865,control,1,0.45,134.0,0,0,Tabuk,ios,65,0.348
A055866,control,1,0.472,226.0,0,0,Riyadh,web,22,0.47
A055867,treatment,0,0.445,108.0,0,0,Jazan,android,21,0.286
A055868,control,0,0.578,108.0,0,0,Jazan,web,18,0.479
A055869,treatment,0,0.297,116.0,0,0,Tabuk,ios,41,0.29
A055870,control,1,0.628,121.0,0,0,Al Jawf,web,29,0.526
A055871,control,0,0.405,96.0,0,0,Asir,ios,28,0.496
A055872,treatment,1,0.448,133.0,0,0,Qassim,ios,69,0.455
A055873,treatment,0,0.124,126.0,0,0,Al Bahah,android,67,0.138
A055874,control,1,0.787,141.0,0,0,Qassim,android,18,0.68
A055875,treatment,1,0.472,142.0,0,0,Northern Borders,ios,59,0.431
A055876,treatment,0,0.0,214.0,0,0,Northern Borders,android,40,0.036
A055877,control,1,0.319,98.0,0,0,Eastern,android,25,0.24
A055878,treatment,0,0.284,127.0,0,0,Riyadh,android,35,0.225
A055879,control,1,0.598,114.0,0,1,Najran,android,27,0.58
A055880,control,0,0.564,142.0,0,0,Qassim,android,37,0.745
A055881,treatment,0,0.544,153.0,0,0,Asir,android,20,0.588
A055882,control,1,0.5,199.0,0,0,Asir,web,18,0.511
A055883,treatment,0,0.263,108.0,0,0,Eastern,ios,26,0.176
A055884,control,0,0.488,268.0,0,0,Northern Borders,android,37,0.212
A055885,control,1,0.58,192.0,0,0,Makkah,web,47,0.677
A055886,control,1,0.732,112.0,0,0,Makkah,ios,45,0.677
A055887,control,0,0.646,207.0,0,0,Tabuk,ios,64,0.65
A055888,control,0,0.567,124.0,0,1,Tabuk,ios,47,0.625
A055889,control,1,0.134,276.0,0,0,Tabuk,web,62,0.234
A055890,control,0,0.772,107.0,0,0,Al Bahah,android,21,0.657
A055891,treatment,1,0.568,100.0,0,0,Hail,android,29,0.536
A055892,treatment,0,0.329,184.0,0,0,Al Bahah,ios,31,0.27
A055893,control,1,0.619,167.0,0,0,Najran,android,39,0.641
A055894,control,0,0.394,141.0,0,0,Al Bahah,android,56,0.503
A055895,control,0,0.646,144.0,0,0,Makkah,ios,32,0.563
A055896,treatment,0,0.517,180.0,0,0,Tabuk,ios,67,0.419
A055897,control,1,0.789,125.0,0,0,Makkah,ios,26,0.8
A055898,treatment,0,0.424,192.0,0,1,Madinah,web,39,0.441
A055899,treatment,1,0.92,173.0,0,0,Al Bahah,android,37,0.918
A055900,treatment,1,0.353,124.0,1,0,Jazan,ios,28,0.332
A055901,control,0,0.041,106.0,0,0,Madinah,ios,42,0.087
A055902,control,1,0.786,66.0,0,0,Makkah,android,28,0.681
A055903,control,1,0.47,94.0,0,0,Al Jawf,android,44,0.601
A055904,control,1,0.718,151.0,0,0,Tabuk,ios,22,0.674
A055905,treatment,1,0.4,190.0,0,0,Jazan,android,65,0.368
A055906,control,1,0.287,157.0,0,0,Jazan,android,53,0.26
A055907,control,1,0.399,89.0,0,0,Al Jawf,android,38,0.433
A055908,treatment,0,0.262,310.0,0,0,Al Jawf,android,19,0.28
A055909,control,0,0.523,124.0,0,1,Hail,android,60,0.441
A055910,treatment,1,0.51,117.0,0,0,Asir,android,31,0.464
A055911,treatment,0,0.628,198.0,0,0,Tabuk,android,57,0.575
A055912,control,1,0.532,96.0,0,0,Madinah,android,51,0.523
A055913,control,0,0.245,162.0,0,0,Asir,web,42,0.269
A055914,treatment,1,0.41,121.0,0,0,Asir,ios,44,0.461
A055915,treatment,0,0.617,98.0,0,0,Eastern,android,52,0.733
A055916,control,0,0.241,199.0,0,0,Tabuk,android,46,0.149
A055917,control,1,0.546,182.0,0,0,Makkah,android,56,0.639
A055918,treatment,1,0.585,94.0,0,0,Al Bahah,ios,64,0.673
A055919,control,0,0.768,163.0,0,0,Jazan,android,65,0.819
A055920,treatment,0,0.231,161.0,0,0,Riyadh,android,49,0.169
A055921,treatment,0,0.476,105.0,0,0,Jazan,android,36,0.475
A055922,treatment,0,0.68,100.0,0,1,Northern Borders,ios,34,0.637
A055923,treatment,1,0.288,207.0,0,0,Northern Borders,android,18,0.167
A055924,treatment,1,0.524,77.0,0,0,Eastern,web,41,0.471
A055925,treatment,0,0.238,187.0,0,0,Jazan,android,45,0.204
A055926,treatment,0,0.449,143.0,0,1,Al Bahah,web,26,0.326
A055927,treatment,0,0.248,97.0,0,0,Jazan,ios,54,0.119
A055928,control,0,0.547,153.0,0,0,Tabuk,android,66,0.677
A055929,control,0,0.568,187.0,0,1,Asir,android,26,0.519
A055930,treatment,1,0.547,137.0,0,0,Al Bahah,web,46,0.611
A055931,treatment,0,0.18,212.0,0,0,Al Jawf,ios,56,0.182
A055932,control,1,0.374,161.0,0,0,Madinah,android,32,0.482
A055933,treatment,0,0.778,74.0,0,0,Riyadh,ios,50,0.72
A055934,control,0,0.275,128.0,0,0,Jazan,ios,49,0.319
A055935,treatment,0,0.481,191.0,0,0,Hail,android,51,0.482
A055936,treatment,1,0.259,201.0,0,0,Najran,android,26,0.045
A055937,control,1,0.617,88.0,0,0,Riyadh,android,63,0.669
A055938,treatment,1,0.875,186.0,0,0,Al Jawf,web,44,0.983
A055939,treatment,1,0.375,88.0,0,0,Northern Borders,android,55,0.31
A055940,control,0,0.225,108.0,0,1,Qassim,ios,67,0.349
A055941,treatment,1,0.726,114.0,0,0,Asir,android,45,0.895
A055942,control,1,0.637,196.0,0,0,Jazan,android,21,0.741
A055943,control,1,0.381,151.0,0,0,Eastern,ios,60,0.299
A055944,control,0,0.506,325.0,0,0,Jazan,android,27,0.415
A055945,control,0,0.729,81.0,0,0,Riyadh,web,36,0.71
A055946,treatment,1,0.589,102.0,0,0,Al Bahah,android,39,0.679
A055947,control,0,0.475,96.0,0,0,Tabuk,ios,50,0.569
A055948,control,1,0.319,205.0,0,0,Al Jawf,android,26,0.312
A055949,treatment,1,0.219,105.0,0,0,Tabuk,ios,32,0.207
A055950,control,0,0.616,122.0,0,0,Qassim,android,19,0.638
A055951,treatment,0,0.564,203.0,0,0,Riyadh,web,51,0.582
A055952,treatment,0,0.322,263.0,0,0,Makkah,android,32,0.45
A055953,control,0,0.468,195.0,0,0,Jazan,android,61,0.577
A055954,control,1,0.552,117.0,1,1,Madinah,android,66,0.601
A055955,control,1,0.414,127.0,0,0,Makkah,ios,53,0.344
A055956,control,0,0.547,89.0,0,0,Tabuk,android,65,0.441
A055957,treatment,0,0.064,161.0,0,0,Asir,ios,58,0.067
A055958,treatment,0,0.507,107.0,0,0,Najran,web,60,0.654
A055959,treatment,1,0.586,88.0,0,0,Qassim,android,30,0.593
A055960,treatment,0,0.625,158.0,0,0,Tabuk,android,62,0.728
A055961,treatment,0,0.304,216.0,1,0,Al Jawf,android,42,0.281
A055962,treatment,0,0.313,172.0,0,0,Qassim,android,33,0.297
A055963,control,1,0.5,112.0,0,0,Jazan,android,29,0.445
A055964,treatment,1,0.463,147.0,0,0,Hail,android,50,0.464
A055965,control,0,0.439,154.0,0,0,Al Jawf,android,52,0.439
A055966,control,0,0.68,107.0,0,0,Asir,android,41,0.716
A055967,control,1,0.507,236.0,0,0,Hail,android,69,0.57
A055968,treatment,1,0.286,184.0,0,0,Eastern,web,55,0.378
A055969,control,0,0.561,197.0,0,0,Qassim,web,29,0.658
A055970,control,1,0.71,151.0,0,0,Riyadh,android,52,0.835
A055971,control,0,0.674,107.0,0,0,Makkah,ios,43,0.736
A055972,treatment,1,0.633,153.0,0,0,Madinah,android,49,0.655
A055973,treatment,0,0.556,154.0,0,0,Jazan,android,30,0.333
A055974,control,0,0.729,232.0,0,1,Northern Borders,android,47,0.787
A055975,control,1,0.638,148.0,0,0,Hail,android,66,0.626
A055976,treatment,1,0.514,124.0,0,0,Madinah,android,38,0.591
A055977,treatment,0,0.6,203.0,0,0,Asir,ios,39,0.668
A055978,treatment,0,0.514,88.0,0,0,Tabuk,android,68,0.489
A055979,control,1,0.642,144.0,0,0,Northern Borders,ios,49,0.639
A055980,control,1,0.639,159.0,0,0,Makkah,web,19,0.703
A055981,treatment,0,0.313,59.0,0,0,Makkah,android,51,0.425
A055982,control,0,0.756,160.0,0,0,Makkah,android,37,0.741
A055983,control,0,0.341,197.0,0,0,Madinah,android,63,0.322
A055984,treatment,0,0.661,239.0,0,0,Najran,web,67,0.698
A055985,control,0,0.207,223.0,0,0,Jazan,android,30,0.249
A055986,treatment,0,0.623,60.0,0,1,Al Jawf,ios,44,0.567
A055987,treatment,1,0.661,182.0,0,0,Northern Borders,android,31,0.753
A055988,control,1,0.416,82.0,0,0,Hail,android,55,0.28
A055989,treatment,0,0.309,83.0,0,0,Jazan,android,34,0.318
A055990,control,1,0.649,122.0,0,1,Qassim,android,62,0.602
A055991,treatment,0,0.438,98.0,0,0,Qassim,android,25,0.333
A055992,control,0,0.64,133.0,0,0,Al Jawf,android,64,0.635
A055993,treatment,0,0.539,134.0,0,0,Asir,web,50,0.477
A055994,treatment,1,0.655,304.0,0,0,Madinah,android,52,0.617
A055995,treatment,1,0.626,80.0,0,0,Asir,android,27,0.617
A055996,control,0,0.209,239.0,0,0,Al Jawf,android,59,0.093
A055997,control,1,0.34,204.0,0,1,Northern Borders,ios,43,0.314
A055998,control,1,0.878,103.0,0,0,Al Jawf,web,53,0.833
A055999,treatment,0,0.644,132.0,0,0,Riyadh,android,68,0.638
A056000,control,1,0.755,133.0,0,0,Najran,web,28,0.789
A056001,treatment,0,0.585,130.0,0,0,Hail,android,60,0.629
A056002,treatment,1,0.299,167.0,0,0,Tabuk,android,33,0.027
A056003,control,1,0.425,133.0,0,0,Najran,android,37,0.545
A056004,control,1,0.634,234.0,0,0,Riyadh,android,55,0.597
A056005,control,0,0.27,138.0,0,0,Tabuk,ios,36,0.383
A056006,control,1,0.534,125.0,0,0,Qassim,android,28,0.63
A056007,control,1,0.281,142.0,0,0,Riyadh,android,21,0.257
A056008,control,0,0.335,259.0,0,0,Al Bahah,android,43,0.284
A056009,control,0,0.578,114.0,0,0,Riyadh,android,69,0.59
A056010,treatment,0,0.465,80.0,0,0,Madinah,android,49,0.533
A056011,control,1,0.691,128.0,0,0,Riyadh,web,48,0.767
A056012,treatment,1,0.407,95.0,0,1,Al Bahah,android,55,0.421
A056013,treatment,0,0.255,137.0,0,0,Northern Borders,web,50,0.257
A056014,treatment,1,0.654,96.0,0,0,Al Bahah,ios,47,0.668
A056015,control,0,0.522,159.0,0,0,Tabuk,android,31,0.41
A056016,treatment,1,0.264,180.0,0,1,Northern Borders,web,36,0.204
A056017,treatment,0,0.282,123.0,0,0,Northern Borders,android,62,0.242
A056018,control,0,0.286,142.0,0,0,Eastern,web,49,0.352
A056019,treatment,0,0.209,93.0,0,0,Makkah,ios,22,0.22
A056020,treatment,1,0.306,124.0,0,0,Madinah,web,31,0.29
A056021,control,1,0.531,140.0,0,0,Najran,android,54,0.518
A056022,treatment,1,0.803,86.0,0,0,Madinah,ios,27,0.751
A056023,control,1,0.569,95.0,0,0,Madinah,web,61,0.555
A056024,control,1,0.562,230.0,0,0,Asir,android,65,0.573
A056025,control,1,0.549,146.0,0,0,Al Jawf,android,26,0.387
A056026,control,0,0.598,187.0,0,0,Madinah,android,19,0.599
A056027,control,1,0.707,95.0,0,0,Jazan,ios,52,0.76
A056028,treatment,1,0.726,179.0,0,0,Jazan,android,64,0.91
A056029,treatment,1,0.4,170.0,0,0,Madinah,android,59,0.334
A056030,treatment,1,0.558,191.0,0,0,Al Jawf,android,27,0.612
A056031,control,0,0.289,132.0,0,0,Northern Borders,android,26,0.269
A056032,treatment,0,0.558,290.0,0,0,Hail,android,20,0.622
A056033,control,1,0.595,102.0,0,0,Tabuk,web,61,0.646
A056034,control,0,0.527,87.0,0,0,Al Bahah,ios,54,0.633
A056035,control,1,0.762,213.0,0,0,Eastern,ios,18,0.872
A056036,control,0,0.658,123.0,0,0,Hail,web,24,0.73
A056037,control,1,0.603,212.0,0,0,Jazan,android,45,0.795
A056038,treatment,1,0.396,223.0,0,0,Riyadh,web,45,0.397
A056039,treatment,1,0.605,90.0,0,0,Jazan,ios,50,0.592
A056040,control,0,0.126,236.0,0,0,Jazan,ios,60,0.068
A056041,control,0,0.661,180.0,0,0,Al Bahah,android,68,0.661
A056042,control,1,0.591,73.0,0,0,Madinah,android,68,0.568
A056043,control,1,0.636,226.0,0,0,Riyadh,android,65,0.679
A056044,control,1,0.456,173.0,0,0,Makkah,android,64,0.469
A056045,treatment,0,0.509,116.0,0,0,Al Bahah,ios,20,0.461
A056046,treatment,1,0.472,54.0,0,0,Northern Borders,android,31,0.406
A056047,control,0,0.281,209.0,0,0,Qassim,web,21,0.099
A056048,treatment,0,0.188,125.0,0,0,Al Bahah,android,42,0.287
A056049,treatment,1,0.779,105.0,0,0,Hail,android,38,0.832
A056050,treatment,1,0.276,129.0,0,0,Qassim,ios,61,0.258
A056051,control,1,0.45,197.0,0,0,Northern Borders,ios,55,0.505
A056052,control,0,0.417,117.0,0,0,Northern Borders,android,24,0.564
A056053,control,0,0.248,90.0,0,0,Al Jawf,android,25,0.211
A056054,control,0,0.414,59.0,0,0,Qassim,web,26,0.376
A056055,treatment,1,0.374,154.0,0,0,Najran,web,48,0.137
A056056,control,0,0.733,108.0,0,0,Al Bahah,android,54,0.582
A056057,control,1,0.831,128.0,0,0,Northern Borders,android,19,0.958
A056058,treatment,0,0.449,129.0,0,0,Najran,android,64,0.335
A056059,control,0,0.723,174.0,0,0,Riyadh,ios,50,0.8
A056060,treatment,1,0.473,221.0,1,0,Asir,android,23,0.447
A056061,treatment,1,0.562,78.0,0,0,Al Bahah,android,19,0.704
A056062,treatment,0,0.799,117.0,0,1,Madinah,android,56,0.944
A056063,treatment,1,0.622,135.0,0,0,Hail,android,31,0.666
A056064,control,1,0.618,121.0,0,0,Riyadh,android,60,0.573
A056065,treatment,0,0.248,127.0,0,0,Hail,web,67,0.354
A056066,treatment,1,0.748,83.0,0,0,Eastern,android,63,0.78
A056067,control,0,0.646,180.0,0,0,Hail,android,39,0.619
A056068,treatment,0,0.466,72.0,1,0,Najran,web,23,0.535
A056069,treatment,1,0.561,93.0,0,0,Najran,android,48,0.695
A056070,control,1,0.796,163.0,0,0,Qassim,web,47,0.855
A056071,control,1,0.327,105.0,0,0,Hail,android,55,0.323
A056072,treatment,1,0.677,176.0,0,0,Hail,android,52,0.806
A056073,control,1,0.507,202.0,0,0,Madinah,android,30,0.486
A056074,treatment,1,0.805,120.0,0,0,Riyadh,android,47,0.92
A056075,treatment,1,0.62,177.0,0,0,Eastern,ios,60,0.63
A056076,control,0,0.328,140.0,0,0,Qassim,android,23,0.336
A056077,treatment,1,0.57,193.0,0,1,Riyadh,ios,46,0.509
A056078,treatment,1,0.487,83.0,0,1,Northern Borders,android,25,0.432
A056079,control,0,0.094,87.0,0,0,Najran,android,59,0.097
A056080,treatment,1,0.211,132.0,0,0,Asir,android,23,0.272
A056081,control,0,0.286,146.0,0,0,Al Jawf,android,67,0.278
A056082,control,1,0.854,172.0,0,0,Eastern,ios,41,0.877
A056083,control,1,0.617,123.0,0,0,Najran,android,39,0.589
A056084,control,1,0.658,97.0,0,0,Riyadh,android,21,0.818
A056085,treatment,1,0.833,149.0,0,0,Riyadh,web,45,0.869
A056086,control,1,0.586,142.0,0,0,Hail,android,58,0.704
A056087,control,0,0.166,121.0,0,0,Al Jawf,ios,31,0.077
A056088,control,1,0.612,159.0,0,0,Madinah,android,55,0.714
A056089,treatment,1,0.446,209.0,0,0,Najran,web,61,0.477
A056090,treatment,1,0.258,136.0,0,0,Tabuk,android,48,0.304
A056091,treatment,0,0.517,167.0,0,0,Tabuk,android,68,0.426
A056092,treatment,1,0.845,192.0,0,0,Asir,android,64,0.814
A056093,treatment,0,0.218,95.0,0,0,Northern Borders,android,50,0.141
A056094,treatment,0,0.149,148.0,0,0,Al Jawf,android,26,0.142
A056095,control,0,0.513,156.0,0,0,Al Bahah,android,57,0.522
A056096,treatment,1,0.72,77.0,0,0,Al Bahah,android,45,0.635
A056097,treatment,1,0.603,82.0,0,0,Al Jawf,android,57,0.666
A056098,control,1,0.641,134.0,0,0,Northern Borders,web,46,0.566
A056099,treatment,1,0.447,76.0,1,0,Qassim,android,69,0.629
A056100,treatment,0,0.621,147.0,0,1,Northern Borders,android,50,0.673
A056101,control,0,0.624,169.0,0,0,Northern Borders,android,27,0.606
A056102,control,0,0.558,337.0,0,0,Makkah,ios,29,0.512
A056103,control,1,0.449,121.0,0,0,Eastern,ios,31,0.504
A056104,control,1,0.313,156.0,0,0,Al Bahah,web,26,0.433
A056105,treatment,0,0.38,110.0,0,0,Riyadh,android,31,0.333
A056106,treatment,1,0.296,146.0,0,0,Asir,android,22,0.322
A056107,treatment,1,0.799,100.0,0,1,Makkah,web,31,0.773
A056108,control,1,0.778,79.0,0,0,Asir,android,68,0.738
A056109,treatment,0,0.42,134.0,0,0,Asir,android,61,0.323
A056110,treatment,0,0.622,156.0,0,0,Najran,web,52,0.547
A056111,control,1,0.574,190.0,0,0,Madinah,ios,23,0.582
A056112,treatment,0,0.63,225.0,0,0,Jazan,web,53,0.766
A056113,treatment,0,0.513,109.0,0,0,Al Bahah,ios,24,0.574
A056114,control,0,0.557,216.0,1,0,Jazan,ios,41,0.409
A056115,treatment,1,0.675,92.0,0,0,Al Bahah,ios,34,0.606
A056116,control,1,0.618,142.0,0,0,Northern Borders,android,30,0.651
A056117,treatment,1,0.905,81.0,0,0,Najran,android,31,0.895
A056118,treatment,1,0.615,125.0,0,0,Al Jawf,ios,19,0.588
A056119,treatment,1,0.743,131.0,0,0,Madinah,android,55,0.779
A056120,control,1,0.193,257.0,0,0,Najran,android,24,0.032
A056121,treatment,1,0.731,146.0,0,0,Northern Borders,android,47,0.775
A056122,treatment,1,0.845,65.0,0,0,Makkah,web,32,0.8
A056123,treatment,1,0.489,166.0,0,0,Makkah,web,50,0.677
A056124,treatment,1,0.444,138.0,0,0,Hail,android,61,0.264
A056125,treatment,0,0.678,109.0,0,0,Najran,android,50,0.558
A056126,treatment,0,0.38,76.0,0,0,Najran,android,35,0.278
A056127,treatment,1,0.412,174.0,0,0,Najran,android,46,0.336
A056128,treatment,0,0.529,114.0,0,0,Al Jawf,android,48,0.528
A056129,control,1,0.655,206.0,1,0,Hail,android,65,0.722
A056130,treatment,1,0.371,203.0,0,0,Qassim,web,40,0.262
A056131,treatment,0,0.489,120.0,0,0,Madinah,android,19,0.308
A056132,treatment,1,0.458,74.0,0,0,Al Bahah,android,25,0.393
A056133,treatment,0,0.455,173.0,0,0,Al Bahah,android,27,0.329
A056134,control,0,0.672,135.0,0,0,Jazan,android,44,0.706
A056135,treatment,1,0.539,121.0,0,0,Asir,web,67,0.646
A056136,treatment,1,0.575,221.0,0,1,Al Bahah,android,30,0.732
A056137,treatment,1,0.58,218.0,0,0,Asir,android,42,0.615
A056138,control,1,0.628,186.0,0,0,Najran,android,41,0.591
A056139,treatment,0,0.352,169.0,0,0,Asir,android,26,0.365
A056140,treatment,1,0.378,128.0,0,0,Al Jawf,android,50,0.376
A056141,treatment,1,0.647,135.0,0,0,Najran,ios,34,0.696
A056142,treatment,1,0.409,143.0,0,0,Al Jawf,web,40,0.329
A056143,treatment,1,0.561,148.0,0,0,Tabuk,web,55,0.555
A056144,treatment,0,0.502,127.0,0,0,Eastern,android,32,0.531
A056145,control,1,0.571,82.0,0,0,Makkah,android,31,0.578
A056146,control,1,0.735,120.0,0,0,Al Bahah,ios,55,0.61
A056147,control,0,0.291,160.0,0,0,Northern Borders,web,60,0.361
A056148,treatment,0,0.246,208.0,0,0,Tabuk,ios,32,0.246
A056149,control,1,0.83,151.0,0,0,Jazan,android,28,0.662
A056150,control,0,0.427,94.0,0,0,Hail,ios,36,0.414
A056151,treatment,0,0.653,104.0,0,0,Madinah,web,40,0.789
A056152,control,1,0.683,208.0,0,0,Eastern,ios,39,0.773
A056153,treatment,1,0.329,105.0,0,0,Qassim,web,66,0.371
A056154,treatment,1,0.611,115.0,0,0,Riyadh,android,51,0.648
A056155,treatment,0,0.069,146.0,0,0,Tabuk,web,69,0.116
A056156,treatment,0,0.585,120.0,0,0,Northern Borders,ios,63,0.616
A056157,control,1,0.478,109.0,0,0,Al Jawf,android,26,0.458
A056158,control,1,0.499,140.0,0,0,Qassim,ios,54,0.416
A056159,treatment,1,0.626,142.0,0,0,Hail,ios,20,0.57
A056160,control,0,0.268,269.0,0,0,Madinah,android,38,0.135
A056161,treatment,1,0.39,162.0,0,0,Northern Borders,web,52,0.125
A056162,treatment,1,0.63,178.0,0,0,Tabuk,android,56,0.442
A056163,control,0,0.502,111.0,0,0,Qassim,ios,19,0.497
A056164,treatment,1,0.491,110.0,0,0,Eastern,android,45,0.364
A056165,treatment,1,0.516,94.0,0,1,Northern Borders,android,26,0.724
A056166,treatment,1,0.956,96.0,0,0,Qassim,ios,55,0.842
A056167,treatment,0,0.427,149.0,0,0,Jazan,android,20,0.43
A056168,treatment,0,0.503,136.0,0,0,Northern Borders,android,60,0.638
A056169,treatment,1,0.588,171.0,0,0,Qassim,web,65,0.351
A056170,control,1,0.451,163.0,0,0,Eastern,android,30,0.458
A056171,control,1,0.616,106.0,0,0,Jazan,android,41,0.499
A056172,control,0,0.363,94.0,0,0,Al Jawf,ios,29,0.442
A056173,treatment,1,0.281,104.0,0,0,Tabuk,android,62,0.313
A056174,treatment,0,0.361,175.0,0,0,Hail,android,37,0.236
A056175,control,0,0.767,141.0,0,0,Northern Borders,android,58,0.799
A056176,treatment,0,0.404,118.0,0,0,Al Jawf,web,59,0.473
A056177,control,1,0.357,103.0,0,0,Najran,web,33,0.467
A056178,treatment,0,0.268,125.0,0,0,Madinah,android,61,0.305
A056179,control,0,0.512,51.0,0,0,Qassim,web,50,0.505
A056180,treatment,0,0.835,88.0,0,0,Eastern,android,53,0.838
A056181,treatment,1,0.561,133.0,0,0,Eastern,android,62,0.528
A056182,treatment,0,0.57,242.0,0,0,Asir,ios,55,0.704
A056183,control,0,0.528,194.0,0,0,Asir,android,56,0.592
A056184,treatment,0,0.321,128.0,0,0,Qassim,ios,31,0.252
A056185,control,0,0.668,201.0,0,0,Hail,android,55,0.671
A056186,treatment,0,0.559,227.0,0,0,Najran,android,43,0.377
A056187,control,1,0.725,117.0,0,0,Qassim,android,18,0.709
A056188,control,1,0.659,118.0,0,1,Qassim,android,40,0.709
A056189,treatment,0,0.596,154.0,0,0,Eastern,ios,43,0.635
A056190,treatment,1,0.771,208.0,0,0,Tabuk,ios,29,0.898
A056191,control,1,0.709,103.0,0,0,Asir,android,33,0.785
A056192,treatment,0,0.511,155.0,0,0,Northern Borders,ios,59,0.628
A056193,treatment,1,0.752,118.0,0,0,Al Jawf,ios,21,0.898
A056194,control,0,0.427,158.0,0,0,Asir,ios,25,0.47
A056195,treatment,0,0.259,200.0,0,0,Qassim,android,22,0.128
A056196,treatment,1,0.533,105.0,0,0,Asir,android,62,0.502
A056197,control,0,0.188,168.0,0,0,Northern Borders,android,48,0.154
A056198,control,1,0.382,260.0,0,0,Riyadh,android,62,0.397
A056199,treatment,0,0.289,206.0,0,0,Asir,web,55,0.178
A056200,treatment,0,0.406,194.0,0,0,Hail,ios,30,0.288
A056201,control,0,0.267,204.0,0,0,Asir,android,44,0.089
A056202,control,1,0.485,141.0,0,0,Makkah,android,50,0.519
A056203,treatment,1,0.519,384.0,1,0,Najran,ios,21,0.294
A056204,treatment,0,0.133,130.0,0,0,Najran,web,69,0.116
A056205,treatment,1,0.781,114.0,0,0,Al Bahah,ios,28,0.825
A056206,treatment,1,0.795,92.0,0,0,Riyadh,ios,40,0.829
A056207,treatment,0,0.436,107.0,0,0,Makkah,web,36,0.391
A056208,treatment,0,0.857,76.0,0,0,Al Bahah,ios,25,0.928
A056209,treatment,0,0.467,154.0,0,0,Asir,ios,51,0.604
A056210,control,1,0.452,119.0,0,0,Najran,android,23,0.572
A056211,treatment,0,0.672,147.0,0,0,Asir,android,53,0.604
A056212,control,0,0.391,134.0,0,0,Riyadh,ios,41,0.422
A056213,treatment,1,0.662,91.0,0,0,Jazan,android,31,0.923
